time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-03 00:00:00+00:00,2,2,0,0
2026-06-04 00:00:00+00:00,8,4,0,0
2026-06-05 00:00:00+00:00,6,4,0,0
2026-06-06 00:00:00+00:00,29,10,0,0
2026-06-07 00:00:00+00:00,4,4,0,0
2026-06-08 00:00:00+00:00,25,10,0,0
2026-06-09 00:00:00+00:00,29,9,0,0
2026-06-10 00:00:00+00:00,10,4,0,0
2026-06-11 00:00:00+00:00,24,9,0,0
2026-06-12 00:00:00+00:00,26,9,0,0
2026-06-13 00:00:00+00:00,27,11,0,0
2026-06-14 00:00:00+00:00,30,9,0,0
2026-06-15 00:00:00+00:00,19,7,0,0
2026-06-16 00:00:00+00:00,20,8,0,0
