time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-25 00:00:00+00:00,44,20,0,0
2026-04-26 00:00:00+00:00,28,10,0,0
2026-04-27 00:00:00+00:00,12,5,0,0
2026-04-28 00:00:00+00:00,23,8,0,0
2026-04-29 00:00:00+00:00,15,6,0,0
2026-04-30 00:00:00+00:00,13,6,0,0
2026-05-01 00:00:00+00:00,41,8,0,0
2026-05-02 00:00:00+00:00,36,11,0,0
2026-05-03 00:00:00+00:00,27,11,0,0
2026-05-04 00:00:00+00:00,24,11,17,1
2026-05-05 00:00:00+00:00,52,14,17,1
2026-05-06 00:00:00+00:00,28,9,0,0
2026-05-07 00:00:00+00:00,14,7,0,0
2026-05-08 00:00:00+00:00,39,12,6,1
