time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-15 00:00:00+00:00,13,5,0,0
2026-01-16 00:00:00+00:00,13,8,1,1
2026-01-17 00:00:00+00:00,15,6,0,0
2026-01-18 00:00:00+00:00,8,4,0,0
2026-01-19 00:00:00+00:00,15,5,0,0
2026-01-20 00:00:00+00:00,5,3,3,2
2026-01-21 00:00:00+00:00,6,4,0,0
2026-01-22 00:00:00+00:00,16,6,0,0
2026-01-23 00:00:00+00:00,10,6,0,0
2026-01-24 00:00:00+00:00,10,6,1,1
2026-01-25 00:00:00+00:00,14,8,0,0
2026-01-26 00:00:00+00:00,9,7,1,1
2026-01-27 00:00:00+00:00,13,7,0,0
2026-01-28 00:00:00+00:00,13,7,0,0
