time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-13 00:00:00+00:00,16,10,2,2
2026-03-14 00:00:00+00:00,19,9,0,0
2026-03-15 00:00:00+00:00,12,6,0,0
2026-03-16 00:00:00+00:00,6,4,0,0
2026-03-17 00:00:00+00:00,4,4,0,0
2026-03-18 00:00:00+00:00,14,6,0,0
2026-03-19 00:00:00+00:00,5,3,0,0
2026-03-20 00:00:00+00:00,10,4,0,0
2026-03-21 00:00:00+00:00,21,7,0,0
2026-03-22 00:00:00+00:00,16,6,0,0
2026-03-23 00:00:00+00:00,5,3,0,0
2026-03-24 00:00:00+00:00,16,8,0,0
2026-03-25 00:00:00+00:00,11,5,0,0
2026-03-26 00:00:00+00:00,10,4,9,1
