time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-11 00:00:00+00:00,8,4,0,0
2026-04-12 00:00:00+00:00,2,2,1,1
2026-04-13 00:00:00+00:00,22,10,1,1
2026-04-14 00:00:00+00:00,7,5,25,2
2026-04-15 00:00:00+00:00,10,5,0,0
2026-04-16 00:00:00+00:00,21,7,0,0
2026-04-17 00:00:00+00:00,24,7,0,0
2026-04-18 00:00:00+00:00,13,6,0,0
2026-04-19 00:00:00+00:00,27,14,1,1
2026-04-20 00:00:00+00:00,38,19,0,0
2026-04-21 00:00:00+00:00,37,16,0,0
2026-04-22 00:00:00+00:00,74,28,0,0
2026-04-23 00:00:00+00:00,73,22,0,0
2026-04-24 00:00:00+00:00,65,21,0,0
