time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-15 00:00:00+00:00,19,7,0,0
2026-06-16 00:00:00+00:00,20,8,0,0
2026-06-17 00:00:00+00:00,19,5,0,0
2026-06-18 00:00:00+00:00,31,8,0,0
2026-06-19 00:00:00+00:00,28,9,0,0
2026-06-20 00:00:00+00:00,31,7,0,0
2026-06-21 00:00:00+00:00,32,7,0,0
2026-06-22 00:00:00+00:00,31,12,0,0
2026-06-23 00:00:00+00:00,30,11,1,1
2026-06-24 00:00:00+00:00,25,5,0,0
2026-06-25 00:00:00+00:00,34,10,0,0
2026-06-26 00:00:00+00:00,20,6,0,0
2026-06-27 00:00:00+00:00,11,6,0,0
2026-06-28 00:00:00+00:00,2,2,0,0
