time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-16 00:00:00+00:00,21,7,0,0
2026-04-17 00:00:00+00:00,24,7,0,0
2026-04-18 00:00:00+00:00,13,6,0,0
2026-04-19 00:00:00+00:00,27,14,1,1
2026-04-20 00:00:00+00:00,38,19,0,0
2026-04-21 00:00:00+00:00,37,16,0,0
2026-04-22 00:00:00+00:00,74,28,0,0
2026-04-23 00:00:00+00:00,73,22,0,0
2026-04-24 00:00:00+00:00,65,21,0,0
2026-04-25 00:00:00+00:00,44,20,0,0
2026-04-26 00:00:00+00:00,28,10,0,0
2026-04-27 00:00:00+00:00,12,5,0,0
2026-04-28 00:00:00+00:00,23,8,0,0
2026-04-29 00:00:00+00:00,15,6,0,0
